LncRNA,F1:RiskSNP,F2:commonSNP,F5:TF(motif),F55:miRNA,F56:mRNA,F57:Protein,F58:Hallmark,F3:TF(ChIP-seq),F4:Core TF(ChIP-seq),F8:Histone modification,F9:ATAC-seq peak of cistrome & gene_mapper,F10:DHS & gene_mapper,F11:ATAC of cistrome & DHS & gene_mapper,F13:Element number of SE & gene_mapper,F14:Case ChIP signal of SE & gene_mapper,F15:Normalized rank of SE & gene_mapper,F17:Element number of TE & gene_mapper,F18:Case ChIP signal of TE & gene_mapper,F19:Normalized rank of TE & gene_mapper,F20:Element number of TE/SE & gene_mapper,F21:Case ChIP signal of TE/SE & gene_mapper,F22:Normalized rank of TE/SE & gene_mapper,F6:Methylation site,F7:Methylation value,F12:SE & gene_mapper,F16:TE & gene_mapper,F24:Global chromatin interaction,F25:SE/TE & interaction,F26:SE & interaction,F27:TE & interaction,F40:SE/TE & interaction & gene_mapper,F41:SE & interaction & gene_mapper,F42:TE & interaction & gene_mapper,F28:Element number of SE/TE & interaction,F29:Case ChIP signal of SE/TE & interaction,F30:Normalized rank of SE/TE & interaction,F31:Element number of SE & interaction,F32:Case ChIP signal of SE & interaction,F33:Normalized rank of SE & interaction,F34:Element number of TE & interaction,F35:Case ChIP signal of TE & interaction,F36:Normalized rank of TE & interaction,F43:Element number of SE/TE & interaction & gene_mapper,F44:Case ChIP signal of SE/TE & interaction & gene_mapper,F45:Normalized rank of SE/TE & interaction & gene_mapper,F46:Element number of SE & interaction & gene_mapper,F47:Case ChIP signal of SE & interaction & gene_mapper,F48:Normalized rank of SE & interaction & gene_mapper,F49:Element number of TE & interaction & gene_mapper,F50:Case ChIP signal of TE & interaction & gene_mapper,F51:Normalized rank of TE & interaction & gene_mapper,F37:ATAC-seq peak of cistrome & interaction,F39:DHS & interaction,F52:ATAC-seq peak of cistrome & interaction & gene_mapper,F53:DHS & interaction & gene_mapper,F23:ATAC of cistrome & ATAC of ATACdb & gene_mapper,F38:ATAC of ATACdb & interaction,F54:ATAC of ATACdb & interaction & gene_mapper
RP11-253M7.1,1,44,51,0,0,0,0,18,3,5,11,30,41,2,28109.1345,384.5,1.5,7524.940355,18563.5,0,0,22897,1,9.263333,2,22,18,55,3,52,2,20,22,2,11758.80872,19240,2,29922.55215,405,2,9343.975778,18004,2,10819.22758,20047,2,28159.81853,405,2,8218.13894,19273.5,19,30,5,7,13,20,6
RP11-253M7.4,0,57,36,0,0,0,0,32,8,3,14,34,48,2,28109.1345,384.5,1.5,7653.436791,18563.5,0,0,22897,7,7.002308,2,22,29,61,1,60,1,11,12,2,9810.066376,20254,2,27957.0806,358,2,8893.550507,20104,2,12369.20941,20538.5,2,27957.0806,358,2,10952.13021,20534,38,79,2,3,13,10,3
RP11-253M7.6,0,58,44,0,0,0,0,5,0,3,5,31,36,2,28261.188,408,1,4053.384354,15125,0,0,22897,1,7.396667,1,13,2,11,2,9,1,9,10,1,9141.914457,17708,2,30468.51647,405,1,4876.594056,15589,1,7215.0534,16591.5,2,28261.1875,405,1,4876.594056,15532,4,6,3,4,3,3,3
RP11-254F19.2,2,79,70,0,0,0,0,19,5,3,18,70,88,0,0,0,1,6177.649438,16118,1,0,19698,9,7.435833,0,21,26,64,5,59,0,6,6,1,11045.88357,19587.5,3.5,39100.31643,531,1,7839.662669,18296,1,3878.833114,15115,0,0,0,1,3878.833114,15115,27,49,5,13,11,48,7
RP11-254F19.3,3,92,25,0,0,0,0,21,4,1,31,110,141,4,28260.482,236,1.5,6138.798587,13619,2,0,21208,3,7.008889,1,30,24,59,2,57,1,18,19,1,8748.371928,16651.5,5.5,35631.2992,388,1,7933.737768,16301,2.5,11253.68294,20416,4,28260.4816,233,2,10443.83539,20354,21,46,9,23,5,33,3
RP11-254F7.1,0,87,44,0,0,0,0,26,6,3,22,58,80,0,0,0,1,2700.897129,10786,1,0,7248,4,7.088333,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
RP11-254F7.2,0,72,258,0,0,0,0,26,7,4,22,56,78,0,0,0,1,2530.549882,9702,1,0,7164,12,8.388929,0,17,33,76,1,75,0,10,10,2,7938.41563,18872,10,32677.8034,22,2,7781.837227,18872,2,2870.623174,10063,0,0,0,2,2870.623174,10063,35,63,7,13,37,82,13
RP11-254F7.3,0,66,49,0,0,0,0,20,4,3,25,56,81,0,0,0,1,2530.549882,9702,1,0,7164,5,8.971538,0,17,25,61,1,60,0,7,7,2,7520.658025,17719,10,32677.8034,22,2,7226.422406,17612,2,2537.052227,10063,0,0,0,2,2537.052227,10063,27,52,7,13,43,64,13
RP11-254I22.1,0,42,6,0,0,0,1,3,0,0,16,20,36,0,0,0,2,4681.777806,13057.5,0,0,22897,0,0,0,16,1,10,0,10,0,0,0,1,4735.55652,16208,0,0,0,1,4735.55652,16208,0,0,0,0,0,0,0,0,0,4,5,0,0,13,11,0
RP11-254I22.2,0,41,22,0,0,0,0,4,0,0,12,23,35,0,0,0,1,3082.038483,9781,0,0,22897,2,8.266667,0,6,10,39,1,38,0,0,0,1,8380.204295,16833,4,88920.0562,962,1,7504.771122,16792.5,0,0,0,0,0,0,0,0,0,24,25,1,0,5,35,0
RP11-254I22.3,0,55,18,0,0,0,0,3,0,0,13,14,27,0,0,0,1,2997.825743,9420,1,0,6763,2,9.033333,0,7,1,10,0,10,0,0,0,1,4735.55652,16208,0,0,0,1,4735.55652,16208,0,0,0,0,0,0,0,0,0,4,5,0,0,6,11,0
RP11-255A11.2,0,52,36,0,0,215,0,14,3,1,8,21,29,0,0,0,1,5046.412783,13699,1,0,3339,3,5.873333,0,23,18,5,0,5,0,0,0,1,2319.486667,7733.5,0,0,0,1,2319.486667,7733.5,0,0,0,0,0,0,0,0,0,5,22,0,0,7,4,0
RP11-255A11.21,0,57,4,0,0,0,0,1,0,0,2,17,19,0,0,0,1,278.886,3339,1,0,3339,0,0,0,1,18,5,0,5,0,0,0,1,2319.486667,7733.5,0,0,0,1,2319.486667,7733.5,0,0,0,0,0,0,0,0,0,5,22,0,0,2,4,0
RP11-255B23.4,1,73,14,0,0,0,0,32,9,4,22,42,64,4,143301.6157,974,1.5,4335.2184,7719.5,3,0,22868,1,8.9,15,4,15,54,26,28,11,1,12,4,210714.4299,22806,4,255663.0944,1099,1.5,9344.412752,19100,4,216977.7869,22749,4,225695.9334,1079,2,1930.172,7303,30,52,9,16,22,49,13
RP11-255C15.3,2,72,64,3,0,0,0,1,0,3,9,12,21,0,0,0,1,4578.397205,15797.5,0,0,22897,2,8.79,0,22,2,22,0,22,0,22,22,1,3974.947033,13591,0,0,0,1,3974.947033,13591,1,4578.397205,15678.5,0,0,0,1,4578.397205,15678.5,7,9,7,9,22,21,21
RP11-255E6.6,0,46,66,0,0,0,0,22,6,6,10,22,32,0,0,0,1,2781.236371,13126,0,0,22897,5,6.339167,0,34,8,36,0,36,0,11,11,1,6384.302496,17064.5,0,0,0,1,6384.302496,17064.5,1,4711.770633,16789,0,0,0,1,4711.770633,16789,17,20,4,3,13,51,0
RP11-255G12.2,1,66,16,0,0,0,0,2,0,1,2,20,22,0,0,0,2,5241.6897,16605,2,0,18644,2,7.901667,0,3,36,21,0,21,0,1,1,1,5222.276796,16543,0,0,0,1,5222.276796,16543,1,5791.8223,16486,0,0,0,1,5791.8223,16486,5,29,0,2,0,9,0
RP11-255G12.3,4,70,4,0,0,0,0,1,0,1,0,23,0,0,0,0,2,5241.6897,16605,2,0,18644,0,0,0,3,38,22,0,22,0,2,2,1,5588.244717,17862.5,0,0,0,1,5588.244717,17862.5,1.5,7336.88915,17505.5,0,0,0,1.5,7336.88915,17505.5,5,31,0,2,0,9,0
RP11-255G21.1,0,54,17,0,0,0,0,3,0,0,5,9,14,0,0,0,1,493.7689,4884.5,0,0,22897,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,4,0
RP11-255H23.4,1,122,468,0,0,0,0,15,0,0,18,21,39,0,0,0,1,2218.566628,10056,0,0,22897,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-255I10.2,0,35,3,0,0,0,0,8,1,0,4,23,27,0,0,0,1.5,8799.2832,18363.5,0,0,22897,0,0,0,2,5,1,0,1,0,0,0,2,3113.736,11439,0,0,0,2,3113.736,11439,0,0,0,0,0,0,0,0,0,0,7,0,0,2,2,0
RP11-255M2.1,0,51,32,0,0,124,0,4,2,0,1,12,13,0,0,0,0,0,0,0,0,0,1,6.556667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
RP11-255M2.2,1,45,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1.5,2028.2862,7261,0,0,22897,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
RP11-255P5.2,0,34,20,0,0,0,0,4,1,0,15,44,59,0,0,0,1,4475.11674,16493.5,0,0,22897,8,8.882083,0,20,1,11,0,11,0,0,0,1,7545.971718,18737,0,0,0,1,7545.971718,18737,0,0,0,0,0,0,0,0,0,4,5,0,0,30,11,0
RP11-256I23.1,0,56,102,0,0,0,0,23,6,6,19,38,57,3,27923.691,281,1,5948.978571,18350,1,0,18355,21,8.218246,1,42,29,96,10,86,1,24,25,2,10065.79611,18594,3,50984.6367,653,1,6540.480609,18245,1,7126.335659,18537,3,27923.6911,278,1,6208.805272,18188,33,64,8,11,45,88,27
RP11-256I23.2,0,59,109,0,0,0,0,23,6,6,18,39,57,3,27923.691,281,1,6533.568494,18656,0,0,22897,19,8.122941,1,31,30,96,10,86,1,13,14,2,10185.27469,18669,3,48102.0185,326,2,6786.574969,18594,2,9919.826794,20459,3,27923.6911,278,2,8245.048719,20301,35,71,7,14,44,95,22
RP11-256I23.3,0,37,85,0,0,271,0,31,7,4,14,46,60,4,73766.11514,1047,1,4552.803909,14577,0,0,22897,4,7.770833,7,33,1,11,1,10,0,0,0,2,10298.64299,20516,3,27923.6911,278,2,8536.13818,20437,0,0,0,0,0,0,0,0,0,5,6,0,0,30,19,0
RP11-256I9.2,0,60,21,0,0,0,0,1,0,0,2,12,14,0,0,0,0,0,0,0,0,0,1,4.903333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-256I9.3,0,63,15,0,0,0,0,1,0,0,2,13,15,0,0,0,0,0,0,0,0,0,2,5.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-256L11.1,0,65,34,0,0,0,0,1,0,0,5,53,58,0,0,0,1,1357.35576,5818,1,0,5818,6,8.6,0,5,3,31,2,29,0,0,0,2,10428.70004,18664,4.5,37359.05525,424,2,8571.434166,18386,0,0,0,0,0,0,0,0,0,12,16,0,0,7,24,0
RP11-256L11.3,2,54,17,2,0,0,0,8,2,2,23,72,95,0,0,0,1,6457.446725,17980,0,0,22897,6,8.895556,0,28,2,22,2,20,0,0,0,1,13013.77735,20763,4.5,37359.05525,424,1,10579.24956,20646,0,0,0,0,0,0,0,0,0,10,13,0,0,18,15,0
RP11-256L6.2,0,33,35,0,0,0,0,4,0,2,13,36,49,0,0,0,1.5,4785.723271,14561,0,0,22897,0,0,0,14,4,40,3,37,0,9,9,2,11154.10429,18845,3,49475.44507,820,2,8654.886409,18525,2,5642.807,17741,0,0,0,2,5642.807,17741,15,20,3,4,22,28,11
RP11-256L6.3,0,60,29,0,0,0,0,9,0,1,10,24,34,0,0,0,1,4189.692555,15155.5,0,0,22897,12,8.350571,0,22,6,51,3,48,0,9,9,1,9694.765567,18206,3,49475.44507,820,1,7601.045593,18118,2,5642.807,17741,0,0,0,2,5642.807,17741,17,26,3,4,13,37,11
RP11-256P1.1,1,44,70,0,0,0,0,30,7,6,32,72,104,0,0,0,1,6782.549526,18784.5,0,0,22897,7,7.252857,0,38,20,82,3,79,0,35,35,1,7593.347493,19194.5,1,19226.77887,812,1,7334.826796,18961,1,8059.371114,18904,0,0,0,1,8059.371114,18904,27,42,15,23,25,86,25
RP11-257A22.1,0,68,18,0,0,0,0,1,0,0,4,10,14,0,0,0,1,1737.64165,7002.5,0,0,22897,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-257I14.1,1,81,10,0,0,0,0,2,0,0,0,27,0,0,0,0,2,1901.5605,9377,2,0,9377,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-257P3.3,0,83,7,0,0,0,0,13,3,0,14,28,42,0,0,0,1,1869.015114,7365,1,0,6901,7,8.13619,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
RP11-258B16.1,0,45,72,0,0,0,0,5,1,1,2,16,18,0,0,0,0,0,0,0,0,0,8,8.608824,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
RP11-258F1.1,0,44,26,0,0,0,0,9,2,6,10,38,48,7,37709.956,513,1,7332.73551,19056,0,0,22897,7,7.917,1,21,10,59,1,58,1,3,4,1,5289.653641,15943.5,7,37709.956,510,1,4798.436939,15930,2,10014.67392,16264.5,7,37709.956,510,2,4475.6175,15134,13,27,3,9,16,34,3
RP11-258F22.1,0,61,51,0,0,0,0,4,0,0,6,59,65,0,0,0,1,391.5674,657,1,0,657,1,8.276667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
RP11-258F22.2,0,51,40,0,0,0,0,4,0,0,4,16,20,0,0,0,0,0,0,0,0,0,1,8.276667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
RP11-258J10.1,0,50,34,0,0,0,0,2,1,0,5,18,23,0,0,0,1,4799.7423,12865.5,0,0,22897,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-258O13.1,0,64,13,0,0,0,0,4,0,0,9,73,82,0,0,0,1,1856.022125,7019,0,0,22897,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-259A24.1,0,71,18,0,0,0,0,0,0,0,1,25,26,0,0,0,0,0,0,0,0,0,2,6.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RP11-259K15.2,0,58,1,0,0,0,0,9,0,0,10,20,30,0,0,0,1,3088.282538,11971,1,0,10809,1,7.45,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RP11-259K5.1,0,56,33,0,0,0,0,23,5,1,16,28,44,3,23072.855,40,1,6626.456563,19059,0,0,22897,2,8.911667,1,27,1,11,0,11,0,0,0,1,8190.418982,19756,0,0,0,1,8190.418982,19756,0,0,0,0,0,0,0,0,0,3,5,0,0,35,7,0
RP11-259K5.2,0,46,20,0,0,0,0,17,6,5,18,59,77,3,23072.855,40,1,3927.085373,12214,1,0,6498,2,9.145,1,30,15,29,1,28,1,2,3,2,10149.39545,19746,3,23072.8554,37,1,8481.852234,19666,3,20661.33806,21707,3,23072.8554,37,4,17044.06205,20622,13,15,0,0,22,24,0
RP11-259N19.1,0,52,99,0,0,0,0,24,6,6,34,70,104,0,0,0,1,5500.703997,13191,1,0,20486,8,7.301667,0,31,21,53,9,44,0,13,13,2,14377.41985,18810,8,49766.06243,808,2,7351.733452,17757,1,2781.716425,11720,0,0,0,1,2781.716425,11720,22,35,6,12,31,63,3
RP11-259O18.4,0,53,18,0,0,130,0,1,0,2,6,21,27,0,0,0,1,3938.89851,16846,1,0,19689,0,0,0,21,4,42,2,40,0,19,19,1,8807.358024,18582.5,4.5,37359.05525,424,1,7379.773163,18460,1,4144.7302,17848,0,0,0,1,4144.7302,17848,16,23,6,10,12,34,12
RP11-259O2.1,0,84,96,0,0,0,0,23,7,3,4,44,48,0,0,0,1,7418.307227,19092,1,0,19982,14,8.018293,0,11,3,14,1,13,0,0,0,2,13414.24784,20176.5,3,37052.0032,372,2,10037.42565,20042,0,0,0,0,0,0,0,0,0,8,14,0,0,14,13,0
RP11-259O2.2,2,45,22,0,0,150,0,14,4,1,4,45,49,0,0,0,2,5631.75332,16141,2,0,20242,5,6.974615,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
RP11-259O2.3,1,58,44,0,0,188,0,2,1,0,5,75,80,0,0,0,2,5631.75332,16141,2,0,20242,6,7.502222,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
RP11-259P1.1,1,62,18,0,0,0,0,4,2,0,3,53,56,0,0,0,2,596.5044,7212,2,0,7212,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-259P20.1,0,48,7,0,0,194,0,1,1,0,30,51,81,0,0,0,2,4596.127248,16994,2,0,18127,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
RP11-25B7.1,1,70,81,0,0,0,0,10,4,1,11,51,62,0,0,0,1,4545.548563,11541.5,0,0,22897,2,8.594,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
RP11-25C19.3,1,40,18,0,0,134,0,7,2,2,11,40,51,4,24596.903,30,1,3844.121966,11688,0,0,22897,1,9.126667,1,29,5,28,22,6,0,0,0,5,228579.9502,22793,5,264099.8795,1087,3.5,11020.38336,19498,0,0,0,0,0,0,0,0,0,9,13,0,0,10,17,0
RP11-25D3.1,0,44,22,0,0,0,0,1,0,2,18,57,75,0,0,0,1,3372.613103,13283.5,0,0,22897,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
RP11-25E2.1,0,55,6,0,0,0,0,7,1,0,11,41,52,0,0,0,1,1483.322271,8975.5,0,0,22897,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
RP11-25G10.2,1,91,28,0,0,181,0,5,2,2,30,144,174,2,52724.008,615,1,4871.48632,13718.5,1,0,20889,1,8.616667,1,46,14,31,1,30,1,30,31,1,5944.357391,12573,2,52724.0076,612,1,4568.485326,12220.5,1,5944.357391,12516,2,52724.0076,612,1,4568.485326,12163.5,11,22,11,22,15,21,8
RP11-25H12.1,0,48,3,0,0,0,0,5,0,1,1,3,4,0,0,0,1,1162.2252,7843,1,0,7843,1,7.116667,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-25I11.1,1,99,26,0,0,0,0,29,8,1,4,13,17,0,0,0,1,1214.046067,8362,1,0,8362,0,0,0,3,2,4,0,4,0,0,0,1,2341.2882,12344,0,0,0,1,2341.2882,12344,0,0,0,0,0,0,0,0,0,1,5,0,0,11,3,0
RP11-25I15.2,1,50,11,0,0,0,0,6,3,0,2,13,15,0,0,0,1,543.4621,4926.5,0,0,22897,3,6.167778,0,4,2,22,2,20,0,0,0,1,13013.77735,20763,4.5,37359.05525,424,1,10579.24956,20646,0,0,0,0,0,0,0,0,0,10,13,0,0,5,15,0
RP11-25I15.3,1,59,25,0,0,0,0,4,2,1,3,23,26,0,0,0,1,2218.159344,12167,1,0,6034,2,8.555,0,9,2,22,2,20,0,0,0,1,13013.77735,20763,4.5,37359.05525,424,1,10579.24956,20646,0,0,0,0,0,0,0,0,0,10,13,0,0,5,15,0
RP11-25I9.2,0,97,47,0,0,0,0,12,3,0,9,58,67,3,48444.4645,781.5,1,4973.726227,9700,0,0,22897,2,8.116,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
RP11-25K19.1,0,40,108,0,0,0,1,18,6,3,13,29,42,0,0,0,1.5,2855.044275,13918,0,0,22897,7,6.212667,0,4,13,30,0,30,0,0,0,1,3954.333011,13674,0,0,0,1,3954.333011,13674,0,0,0,0,0,0,0,0,0,13,9,0,0,9,19,0
RP11-25K21.1,0,75,24,0,0,0,0,2,0,0,2,14,16,0,0,0,2,7776.697486,17260,2,0,17260,2,8.298333,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-25K21.6,4,61,32,0,0,0,0,4,0,1,12,31,43,0,0,0,2,5177.608553,14894,2,0,18706,6,8.089444,0,17,10,44,0,44,0,10,10,2,7116.362635,17210.5,0,0,0,2,7116.362635,17210.5,3,9915.884625,17107.5,0,0,0,3,9915.884625,17107.5,16,21,5,8,36,37,13
RP11-25L3.3,0,62,7,0,0,0,0,6,2,0,9,59,68,0,0,0,2,5999.224067,12512,2,0,10229,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
RP11-25O10.2,0,53,89,0,0,296,0,28,8,5,16,50,66,0,0,0,1,4827.654307,17414,1,0,18027,4,7.864167,0,29,10,27,0,27,0,3,3,1,6404.249308,18108.5,0,0,0,1,6404.249308,18108.5,1,2182.0082,6250,0,0,0,1,2182.0082,6250,8,22,0,7,9,19,0
RP11-25O3.1,0,53,31,0,0,0,0,10,2,0,15,28,43,0,0,0,1,722.06715,4630.5,0,0,22897,33,7.296211,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RP11-260A9.6,0,27,13,0,0,0,0,3,1,0,2,29,31,0,0,0,1,1929.6528,11035.5,0,0,22897,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
RP11-260E18.1,3,63,22,0,0,0,0,8,2,2,17,45,62,7,50022.916,875,1,2918.357625,10427.5,1,0,6602,6,6.879286,1,8,20,6,1,5,1,1,2,2,26853.92034,21025,7,50022.9156,872,1.5,9477.1739,17249,7,45388.93638,22542,7,50022.9156,872,1,3683.1234,13416,7,5,3,3,9,0,0
RP11-260G13.1,0,24,6,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1729.2111,9054,1,0,9054,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-260M19.1,0,71,23,0,0,0,0,2,0,0,5,47,52,0,0,0,1,435.2764,6660,1,0,6660,11,7.729697,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
RP11-260M19.2,0,51,103,0,0,0,0,5,0,0,18,28,46,0,0,0,1,1921.145267,11200,1,0,11200,21,8.024839,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
RP11-260M2.1,0,45,6,0,0,0,0,2,1,3,20,69,89,0,0,0,1,2083.413831,11970,1,0,6211,2,9.008333,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
RP11-260O18.1,0,34,13,0,0,0,0,23,6,4,5,47,52,0,0,0,1,2096.886646,12989,1,0,16959,1,6.91,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
RP11-261C10.1,0,35,10,0,0,72,0,1,0,0,5,28,33,0,0,0,1,1172.4185,5785.5,0,0,22897,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
RP11-261C10.4,0,35,12,0,0,0,0,0,0,0,10,27,37,2,50052.933,665.5,2,8592.187927,19746,2,0,22545,1,9.096667,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
RP11-261C10.5,1,30,12,1,0,0,0,0,0,0,1,6,7,0,0,0,1,2606.09168,10442,1,0,1517,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
RP11-261N11.8,2,24,111,0,0,0,0,3,1,0,18,101,119,5,7689.066,1026,1,2534.435695,13105,0,0,22897,9,7.804074,1,21,1,10,3,7,0,0,0,4,22920.70453,22016.5,6,38806.27757,651,4,16112.6018,21443,0,0,0,0,0,0,0,0,0,2,5,0,0,5,0,0
RP11-261P24.2,0,47,36,0,0,129,0,4,0,1,11,34,45,0,0,0,1,4517.92986,11630,1,0,2829,1,8.87,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0
RP11-261P9.4,0,60,155,0,0,0,0,5,0,1,4,26,30,0,0,0,1,4701.001229,12317,1,0,4442,1,8.27,0,7,1,12,1,11,0,0,0,1,7255.994275,16132,7,41255.19,562,1,4165.1583,15911,0,0,0,0,0,0,0,0,0,3,4,0,0,5,9,0
RP11-262A12.1,1,63,22,0,0,0,0,2,1,0,16,42,58,4,51416.9075,746,1,3314.362586,11423.5,0,0,22897,0,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
RP11-262H14.1,0,3,4,0,0,0,0,10,3,1,8,15,23,0,0,0,1,3502.334682,14816,1,0,16457,5,8.216667,0,11,26,23,0,23,0,3,3,1,2673.39617,8737.5,0,0,0,1,2673.39617,8737.5,1,3937.33396,13977,0,0,0,1,3937.33396,13977,12,30,2,2,9,29,0
RP11-262H14.3,0,2,16,0,0,0,0,9,3,1,3,6,9,0,0,0,1,547.58315,7098,0,0,22897,1,3.463333,0,4,24,24,0,24,0,2,2,1,3124.631042,14034,0,0,0,1,3124.631042,14034,1,545.4628667,7489,0,0,0,1,545.4628667,7489,14,31,1,1,25,22,11
RP11-262H14.4,0,1,23,0,0,0,0,9,3,1,3,6,9,0,0,0,1,547.58315,7098,0,0,22897,1,3.463333,0,4,24,24,0,24,0,2,2,1,3124.631042,14034,0,0,0,1,3124.631042,14034,1,545.4628667,7489,0,0,0,1,545.4628667,7489,14,31,1,1,25,22,11
RP11-262I2.2,0,37,53,0,0,0,0,2,1,1,57,252,309,3,30900.997,445,1,5027.944318,16576,1,0,19329,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
